synthetic_id,generated_text,gt_is_help_request,gt_classification_category,gt_location_name,gt_google_map_url,gt_lat,gt_lng,gt_victim_name,gt_victim_phone,gt_victim_gender,gt_victim_nickname,gt_reporter_name,gt_reporter_phone,gt_reporter_gender,gt_reporter_nickname,gt_victims_json,gt_dead,gt_critical,gt_urgent,gt_safe,gt_child,gt_bedridden,gt_item_firstaid,gt_item_food,gt_item_energy,source_template_id
SYN_NER_148,"ช่วยด้วยค่ะทุกคนตอนนี้สถานการณ์ที่ ถนนสันกำแพง ตำบลสันกำแพง อำเภอเมืองเชียงใหม่ จังหวัดเชียงใหม่ หนักมากค่ะ หนู (นางไข่ดาว) ขอความช่วยเหลือให้คนในบ้านหน่อยค่ะ 😭

มีหมอจรงกรณ์ เหมะธุลิน อาการคันผิวหนังตามขาเนื่องจากแพ้น้ำ ล้างน้ำสะอาดและปกติสุขดี แล้วก็ลุงเจษฎาพงษ์มีอาการแสบตาเล็กน้อยจากการโดนควันไฟ ล้างน้ำเปล่าแล้วดีขึ้น ส่วนน้องรชยา เด็กเล็กอายุ 2 ขวบ ตอนนี้แย่มากค่ะ คอน้องบวมเป่งโตอักเสบมาก หายใจขัดกลืนน้ำไม่ได้ ต้องรีบพาไปหาหมอด่วนเลยค่ะ 🚨🙏

ตอนนี้ต้องการพวกชุดทำแผลด่วนเลยค่ะ แล้วก็ไฟฉายส่องสว่างด้วยค่ะ ใครพอจะประสานงานทีมกู้ภัยได้บ้างคะ ช่วยพวกเราทีค่ะ พิกัดตามนี้เลย https://maps.app.goo.gl/W4epo6fLPT 15.982, 102.4487 ขอบคุณมากค่ะ 🙏🥺",True,help_request,ถนนสันกำแพง ตำบลสันกำแพง อำเภอเมืองเชียงใหม่ จังหวัดเชียงใหม่,https://maps.app.goo.gl/W4epo6fLPT,15.982,102.4487,หมอจรงกรณ์ เหมะธุลิน,,male,สกาย,นางไข่ดาว,,female,ไข่ดาว,"[{""name"": ""หมอจรงกรณ์ เหมะธุลิน"", ""age"": 66, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""male"", ""triage_color"": ""GREEN"", ""symptoms_literal"": ""คันผิวหนังตามขาเนื่องจากแพ้น้ำ ล้างน้ำสะอาดและปกติสุขดี"", ""is_bedridden"": false}, {""name"": ""น้องรชยา"", ""age"": 2, ""age_group"": ""child"", ""age_disclosure"": ""direct"", ""gender"": ""female"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""คอน้องบวมเป่งโตอักเสบมาก หายใจขัดกลืนน้ำไม่ได้"", ""is_bedridden"": false}, {""name"": ""ลุงเจษฎาพงษ์"", ""age"": null, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""male"", ""triage_color"": ""GREEN"", ""symptoms_literal"": ""มีอาการแสบตาเล็กน้อยจากการโดนควันไฟ ล้างน้ำเปล่าแล้วดีขึ้น"", ""is_bedridden"": false}]",0,0,1,2,1,0,1,0,1,1219
SYN_NER_149,ขอส่งกำลังใจให้พี่น้องทุกคนในพื้นที่ประสบภัยนะคะ ขอให้ผ่านช่วงเวลานี้ไปได้โดยเร็วและขอให้ทุกคนปลอดภัยค่ะ สู้ๆ นะคะ #ส่งกำลังใจให้ผู้ประสบภัย,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,1268
SYN_NER_150,ประกาศสำหรับเพื่อนๆ ที่อยากส่งต่อน้ำใจนะคะ ตอนนี้ที่เพจเราเปิดรับบริจาคพวกของแห้ง อาหารกึ่งสำเร็จรูป น้ำดื่มสะอาด แล้วก็ยาสามัญประจำบ้าน เพื่อเตรียมจัดส่งไปให้พื้นที่ประสบภัยค่ะ 📦 ใครสะดวกสมทบทุนหรืออยากส่งของมาช่วยกัน ทักแชทสอบถามพิกัดจุดรับบริจาคได้เลยนะคะ ของทุกชิ้นที่ได้มาจะส่งถึงมือผู้ประสบภัยแน่นอนค่ะ ขอบคุณทุกคนมากๆ ที่ร่วมด้วยช่วยกันนะคะ 🙏🏻❤️ #น้ำท่วม #บริจาคช่วยผู้ประสบภัย #ส่งต่อกำลังใจ,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,1678
SYN_NER_151,"ใครที่อยากร่วมสมทบทุนหรือส่งของบริจาคมาช่วยพี่น้องที่ประสบภัยน้ำท่วมตอนนี้ ทางเพจ [ชื่อหน่วยงาน/กลุ่มอาสา] เปิดจุดรับบริจาคแล้วนะคะ 📦✨

ของที่ต้องการหลักๆ คือ บะหมี่กึ่งสำเร็จรูป ปลากระป๋อง น้ำดื่ม และยาสามัญประจำบ้านค่ะ ใครสะดวกส่งเป็นของหรือสมทบทุนตามเลขบัญชีที่แปะไว้ในรูปได้เลยนะคะ ขอบคุณน้ำใจคนไทยที่ช่วยกันไม่ทิ้งกันค่ะ 🙏💖

#น้ำท่วม68 #ร่วมด้วยช่วยกัน #บริจาคของ #น้ำใจไทย",False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,874
SYN_NER_152,ช่วยด้วยค่ะ! ตอนนี้คุณกอบกาญจน์ ปัญจะมี ต้องการความช่วยเหลือด่วนเลยค่ะ มีลูกชายวัย 19 ปี อาการน่าเป็นห่วงมาก คุณยายมีไข้สูงหนาวสั่น คอแข็งโป๊ก ก้มคอไม่ได้เลย สับสนพูดจาเลอะเลือน ตอนนี้ติดอยู่ตรงนี้ค่ะ https://maps.app.goo.gl/Srn8VKyJv2 ใครพอจะช่วยได้บ้างคะ รีบหน่อยนะคะ😭🙏🙏,True,help_request,,https://maps.app.goo.gl/Srn8VKyJv2,0.0,0.0,คุณกอบกาญจน์ ปัญจะมี,,female,,ซารีนา กอกหวาน,,female,,"[{""name"": null, ""age"": 19, ""age_group"": ""adult"", ""age_disclosure"": ""direct"", ""gender"": ""male"", ""triage_color"": ""RED"", ""symptoms_literal"": ""คุณยายมีไข้สูงหนาวสั่น คอแข็งโป๊ก ก้มคอไม่ได้เลย สับสนพูดจาเลอะเลือน"", ""is_bedridden"": false}]",0,1,0,0,0,0,0,0,0,1816
SYN_NER_153,ตอนนี้ทางกลุ่มเราเปิดรับบริจาคพวกของแห้งกับน้ำดื่มเพื่อเตรียมส่งไปช่วยพื้นที่น้ำท่วมนะครับ ใครพอมีกำลังหรืออยากสมทบทุนจัดทำถุงยังชีพ เข้ามาทักแชทสอบถามรายละเอียดได้เลยครับ มาช่วยกันคนละไม้คนละมือให้ผ่านวิกฤตนี้ไปได้นะครับ ขอบคุณทุกคนล่วงหน้าเลยครับ 🙏💪,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,1164
SYN_NER_154,"ช่วยด้วยค่ะ ใครอยู่แถวนี้นำความช่วยเหลือมาหน่อยค่ะ! เด็กหญิงอายุ 8 ขวบ โดนสุนัขจรจัดกัดที่ขา มีรอยเขี้ยวลึก เลือดไหลซึมตลอดเวลา แล้วก็พี่นงนารถด้วย ตอนนี้เจอคุณตาอายุ 68 ปี ปวดแน่นหน้าอกรุนแรงเหมือนมีหินทับ ร้าวไปกรามและแขน อาการหนักมากค่ะ

ต้องการชุดทำแผล อาหาร แล้วก็ไฟฉายด่วนเลยค่ะ ตอนนี้ติดต่อคุณสังวาลย์ที่เบอร์ 094-363-9585 ได้เลยนะคะ พิกัดตามนี้ค่ะ https://maps.app.goo.gl/XrnorRpcmf 🙏😭",True,help_request,,https://maps.app.goo.gl/XrnorRpcmf,0.0,0.0,นายสังวาลย์,094-363-9585,male,,นนนี่,,female,นนนี่,"[{""name"": null, ""age"": 8, ""age_group"": ""child"", ""age_disclosure"": ""direct"", ""gender"": ""female"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""เด็กโดนสุนัขจรจัดกัดที่ขา มีรอยเขี้ยวลึก เลือดไหลซึมตลอดเวลา"", ""is_bedridden"": false}, {""name"": ""พี่นงนารถ"", ""age"": 25, ""age_group"": ""adult"", ""age_disclosure"": ""direct"", ""gender"": ""female"", ""triage_color"": ""RED"", ""symptoms_literal"": ""คุณตาอายุ 68 ปี ปวดแน่นหน้าอกรุนแรงเหมือนมีหินทับ ร้าวไปกรามและแขน"", ""is_bedridden"": false}]",0,1,1,0,1,0,1,5,1,847
SYN_NER_155,"ช่วยเคสนี้ด้วยค่ะทุกคน! 🚨🆘 

ตอนนี้หนูชื่อเมษา แพรมณี ติดอยู่เองค่ะ ตอนนี้ที่ หมู่บ้านทุ่งหลวง ตำบลทุ่งหลวง อำเภอเมืองกำแพงเพชร จังหวัดกำแพงเพชร น้ำท่วมสูงมากค่ะ

มีเด็กชายคนนึงอายุ 10 ขวบ น้องถ่ายท้องไม่หยุด ท้องร่วงรุนแรงร่วมกับมีไข้อ่อนๆ 😭 อาการแย่มากเลยค่ะ ตอนนี้พวกเราต้องการอาหารและน้ำดื่มด่วนเลยค่ะ ใครพอจะมีของบริจาคหรือมีกู้ภัยผ่านมาแถวนี้บ้างไหมคะ 🙏🏻🥹 พิกัดนี้เลยค่ะ รอความช่วยเหลืออยู่ค่ะ",True,help_request,หมู่บ้านทุ่งหลวง ตำบลทุ่งหลวง อำเภอเมืองกำแพงเพชร จังหวัดกำแพงเพชร,,0.0,0.0,เมษา แพรมณี,,female,ขิง,เมษา แพรมณี,,female,ขิง,"[{""name"": null, ""age"": 10, ""age_group"": ""child"", ""age_disclosure"": ""direct"", ""gender"": ""male"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""น้องถ่ายท้องไม่หยุด ท้องร่วงรุนแรงร่วมกับมีไข้อ่อนๆ"", ""is_bedridden"": false}]",0,0,1,0,1,0,0,18,20,801
SYN_NER_156,"ช่วยด้วยค่ะ ใครอยู่แถวถนนพหลโยธิน ต.ศรีบึง อ.เมือง จ.เชียงราย บ้างคะ พอดีติดอยู่ในพื้นที่ พิกัด 13.7346, 103.2992 ตอนนี้หนูแป้ง (093-756-0366) ขอความช่วยเหลือให้พี่นัฎฐานันท์กับคุณลุงหน่อยค่ะ

ตอนนี้พี่นัฎฐานันท์เป็นผู้ป่วยติดเตียงแล้วมีอาการปวดเมื่อยตามเนื้อตัว กล้ามเนื้อตึงเนื่องจากขนของหนีน้ำท่วม ส่วนคุณลุงอายุ 82 ปี ตอนนี้เสียงแหบ ไอเล็กน้อย ไม่มีไข้ รู้สึกตัวครบถ้วนสมบูรณ์ดี

โทรแจ้งหน่วยงานแล้วยังติดต่อไม่ได้เลยค่ะ ตอนนี้ลำบากมากจริงๆ รบกวนใครพอจะมีรถหรือเป็นอาสาผ่านมาแถวนี้ เข้ามาช่วยขนย้ายหน่อยนะคะ 🙏😭

#น้ำท่วมเชียงราย #ขอความช่วยเหลือเร่งด่วน",True,help_request,ถนนพหลโยธิน ต.ศรีบึง อ.เมือง จ.เชียงราย,,13.7346,103.2992,พี่นัฎฐานันท์,,female,,หนูแป้ง,093-756-0366,female,หนูแป้ง,"[{""name"": ""พี่นัฎฐานันท์"", ""age"": 49, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""GREEN"", ""symptoms_literal"": ""ปวดเมื่อยตามเนื้อตัว กล้ามเนื้อตึงเนื่องจากขนของหนีน้ำท่วม"", ""is_bedridden"": true}, {""name"": null, ""age"": 82, ""age_group"": ""adult"", ""age_disclosure"": ""direct"", ""gender"": ""male"", ""triage_color"": ""GREEN"", ""symptoms_literal"": ""เสียงแหบ ไอเล็กน้อย ไม่มีไข้ รู้สึกตัวครบถ้วนสมบูรณ์ดี"", ""is_bedridden"": false}]",0,0,0,2,0,1,0,0,0,1333
SYN_NER_157,"ช่วยด้วยค่ะ! เกิดเหตุฉุกเฉินด่วนเลย พิกัด 15.8477, 99.7071 แถวนี้สถานการณ์แย่มากค่ะ https://maps.app.goo.gl/c4IGIujEh2 🚨

ตอนนี้มีผู้ประสบภัย 2 คนค่ะ คนนึงเป็นผู้หญิงอาการหนักมาก คนไข้จมน้ำหายไปพึ่งกู้ร่างขึ้นมาได้ ตัวซีดขาวเย็นเฉียบ ไม่หายใจ 😭 ส่วนอีกคนเป็นวัยรุ่นผู้ชาย อายุ 15 ปี ยังมีสติอยู่ค่ะ แต่เขามีอาการปวดฟันเล็กน้อย คุยปกติและกลืนอาหารได้ ไม่มีอาการอักเสบแดงใหญ่

รบกวนหน่วยกู้ภัยหรือใครที่อยู่ใกล้เคียงช่วยประสานงานทีนะคะ ตอนนี้ต้องการความช่วยเหลือเรื่องอาหารกับอุปกรณ์ปฐมพยาบาลด่วนค่ะ ของใช้จำเป็นก็ขาดแคลนมาก

ติดต่อประสานงานได้ที่: 
- คุณป้าโสฬวรรณ สุวรรณี: 0987212252
- หมอนูรมีย์: 063 256 0562

ขอความกรุณาด้วยนะคะ ช่วยพวกเราด้วยค่ะ 🙏🏻",True,help_request,,https://maps.app.goo.gl/c4IGIujEh2,15.8477,99.7071,ป้าโสฬวรรณ สุวรรณี,0987212252,female,,หมอนูรมีย์,063 256 0562,female,,"[{""name"": null, ""age"": 15, ""age_group"": ""adult"", ""age_disclosure"": ""direct"", ""gender"": ""male"", ""triage_color"": ""GREEN"", ""symptoms_literal"": ""ปวดฟันเล็กน้อย คุยปกติและกลืนอาหารได้ ไม่มีอาการอักเสบแดงใหญ่"", ""is_bedridden"": false}, {""name"": null, ""age"": null, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""RED"", ""symptoms_literal"": ""คนไข้จมน้ำหายไปพึ่งกู้ร่างขึ้นมาได้ ตัวซีดขาวเย็นเฉียบ ไม่หายใจ"", ""is_bedridden"": false}]",0,1,0,1,0,0,4,7,8,969
SYN_NER_158,ขอส่งกำลังใจให้พี่น้องทุกคนในพื้นที่ประสบภัยนะคะ ขอให้สถานการณ์คลี่คลายโดยเร็วและปลอดภัยกันทุกคนนะคะ สู้ๆ ค่ะ 🙏❤️✌️ #ขอให้ปลอดภัย #ส่งกำลังใจให้ผู้ประสบภัยทุกพื้นที่,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,795
SYN_NER_159,"แจ้งเตือนภัยพื้นที่ลุ่มต่ำริมฝั่งแม่น้ำนะครับ! ⚠️ เนื่องจากปริมาณน้ำฝนสะสมตลอดทั้งคืน ส่งผลให้ระดับน้ำในคลองมีแนวโน้มสูงขึ้นอย่างรวดเร็ว ขอให้พี่น้องที่อยู่ในพื้นที่เสี่ยงเตรียมยกของขึ้นที่สูงและติดตามประกาศจากทางจังหวัดอย่างใกล้ชิดนะครับ ใครที่อยู่ในจุดต่ำๆ เตรียมตัวให้พร้อมน้า ขอให้ทุกคนปลอดภัยครับ 🙏✨

#น้ำท่วม #แจ้งเตือนภัย #ประกาศเตือน #เฝ้าระวังน้ำท่วม",False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,1303
SYN_NER_160,อัปเดตสถานการณ์น้ำล่าสุดเส้นถ.เพชรเกษม ช่วงหน้าหอนาฬิกาหาดใหญ่ ตอนนี้ระดับน้ำเริ่มทรงตัวแล้วนะครับ แต่รถเล็กยังไม่แนะนำให้ผ่านทางนะคะ ส่วนรถใหญ่อาจจะพอไปได้บ้างแต่ต้องระวังด้วยนะทุกคน ยังไงติดตามประกาศจากทางจังหวัดอย่างใกล้ชิดอีกทีนะคับ 🌧️🌊🚙,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,896
SYN_NER_161,ขอส่งกำลังใจให้พี่น้องทุกคนในพื้นที่ประสบภัยนะคะ ขอให้สถานการณ์คลี่คลายลงโดยเร็ว ขอให้ทุกคนปลอดภัยและเข้มแข็งไว้ค่ะ สู้ๆ นะคะทุกคน ✌️🇹🇭❤️,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,425
SYN_NER_162,ประกาศเตือนภัยจากโครงการชลประทานนะคะ ใครที่อยู่แถวริมแม่น้ำในเขตพื้นที่ลุ่มต่ำ คืนนี้ให้เฝ้าระวังระดับน้ำเพิ่มสูงขึ้นเรื่อยๆ เตรียมขนของขึ้นที่สูงไว้ก่อนเลยนะคะ อย่าประมาทกันนะทุกคน ขอให้ทุกคนปลอดภัยค่ะ ⚠️🌊🌧️ #น้ำท่วม #เตือนภัยน้ำท่วม,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,276
SYN_NER_163,"ช่วยด้วยค่ะ ตอนนี้หนูติดอยู่ที่สะพานข้ามแม่น้ำยม ตำบลบางระกำ อำเภอเมือง จังหวัดพิจิตร ค่ะ สถานการณ์ค่อนข้างแย่เลย หนูชื่อป้าศรีสกุลนะคะ เบอร์ติดต่อ 093-485-2737 ค่ะ

ในนี้มีกัน 3 คนนะคะ มีน้องศรีสกุล อายุ 5 ขวบ น้องผอมแห้งจนเห็นกระดูกซี่โครงชัดเจน แขนขาลีบแบน (ขาดสารอาหารรุนแรง) เลยค่ะ แล้วก็มีตาศิวโรจณ์ อายุ 53 ปี แกเมื่อยเอว บ่นปวดตึงเนื้อตัวธรรมดา ตื่นดี ไม่มีอาการทางคลินิกน่ากังวล ส่วนหนูอีกคนรู้สึกตัวดี ครบถ้วน เดินกะเผลกเล็กน้อยจากข้อเท้าแพลงตื้นๆ ค่ะ

ใครอยู่ใกล้หรือพอจะประสานงานทีมกู้ภัยให้ได้ ช่วยหน่อยนะคะ 093-485-2737 ค่ะ 🙏😭",True,help_request,สะพานข้ามแม่น้ำยม ตำบลบางระกำ อำเภอเมือง จังหวัดพิจิตร,,0.0,0.0,ป้าศรีสกุล,093-485-2737,female,,ป้าศรีสกุล,093-485-2737,female,,"[{""name"": ""ป้าศรีสกุล"", ""age"": 5, ""age_group"": ""child"", ""age_disclosure"": ""direct"", ""gender"": ""female"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""น้องผอมแห้งจนเห็นกระดูกซี่โครงชัดเจน แขนขาลีบแบน (ขาดสารอาหารรุนแรง)"", ""is_bedridden"": false}, {""name"": ""ตาศิวโรจณ์"", ""age"": 53, ""age_group"": ""adult"", ""age_disclosure"": ""direct"", ""gender"": ""male"", ""triage_color"": ""GREEN"", ""symptoms_literal"": ""เมื่อยเอว บ่นปวดตึงเนื้อตัวธรรมดา ตื่นดี ไม่มีอาการทางคลินิกน่ากังวล"", ""is_bedridden"": false}, {""name"": null, ""age"": null, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""GREEN"", ""symptoms_literal"": ""รู้สึกตัวดี ครบถ้วน เดินกะเผลกเล็กน้อยจากข้อเท้าแพลงตื้นๆ"", ""is_bedridden"": false}]",0,0,1,2,1,0,0,0,0,1697
SYN_NER_164,"รบกวนช่วยแชร์ต่อให้หน่อยนะคะ มีใครพอจะมีช่องทางติดต่อกู้ภัยแถววัดพระธาตุผาซ่อนแก้ว ต.ป่าแฝก อ.แม่ออน จ.เชียงใหม่บ้างไหมคะ หนูติดอยู่ที่นี่กับลูกๆ ตอนนี้แย่มากเลยค่ะ 

พิกัดนะคะ https://maps.app.goo.gl/Tw6GvWSH19

ตอนนี้ลูกสาวคนเล็กชื่อคุณบุญธรรม (อายุ 1 ขวบ) อาการหนักมากค่ะ น้องมีแผลฉีกขาดขนาดใหญ่ เลือดไหลทะลักไม่หยุด เลย ส่วนอีกคนที่เป็นเด็กหญิง น้องบ่นคันตามผิวหนัง มีตุ่มแดงยุงกัด 3-4 จุด ทายาหม่องก็ทุเลา แค่สงสารน้องค่ะ 

ตอนนี้ไฟดับหมดเลย มืดมาก ขอความกรุณาใครมีไฟฉายหรือพาวเวอร์แบงค์ด้วยนะคะ หรือถ้ามีกู้ภัยผ่านมาแถวนี้ เรียกพวกเราด้วยนะคะ 🚨😭🙏",True,help_request,วัดพระธาตุผาซ่อนแก้ว ต.ป่าแฝก อ.แม่ออน จ.เชียงใหม่,https://maps.app.goo.gl/Tw6GvWSH19,0.0,0.0,คุณบุญธรรม,,female,มรกต,คุณบุญธรรม,,female,มรกต,"[{""name"": ""คุณบุญธรรม"", ""age"": 1, ""age_group"": ""child"", ""age_disclosure"": ""direct"", ""gender"": ""female"", ""triage_color"": ""RED"", ""symptoms_literal"": ""แผลฉีกขาดขนาดใหญ่ เลือดไหลทะลักไม่หยุด"", ""is_bedridden"": false}, {""name"": null, ""age"": 6, ""age_group"": ""child"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""GREEN"", ""symptoms_literal"": ""น้องบ่นคันตามผิวหนัง มีตุ่มแดงยุงกัด 3-4 จุด ทายาหม่องก็ทุเลา"", ""is_bedridden"": false}]",1,1,0,1,2,0,0,0,10,376
SYN_NER_165,"ช่วยด้วยค่ะ ใครก็ได้ช่วยประสานหน่วยงานให้ที ตอนนี้ติดอยู่ที่วัดเขาแก้ว ตำบลเขาแก้ว อำเภอเมืองนครสวรรค์ จังหวัดนครสวรรค์ สถานการณ์แย่มากเลยค่ะ

ตอนนี้มีคนป่วยติดอยู่ 3 คนเลย อาการหนักมาก น้าสนธยา จันทร์โสดที่เป็นเด็กเล็กมีอาการมีผื่นแดงเห่อขึ้นเต็มตัวน้องอย่างรวดเร็ว ผื่นลามและเริ่มมีไข้ต่ำๆ ส่วนลูกสาวคนเล็กก็มีอาการลูกขาดน้ำรุนแรง ปากแห้งผากเป็นแผ่น ผิวแห้ง ตาลึกโบ๋ ที่น่าห่วงมากคือผู้ป่วยติดเตียงวัย 12 ปีคนนี้มีอาการชาหนาๆ ซีกขวาของร่างกายเฉียบพลัน แขนขาหยิบจับอะไรไม่ได้ร่วงหล่น

ตอนนี้ต้องการพวกชุดปฐมพยาบาลด่วนเลยค่ะ แล้วก็อาหารด้วย พวกเราหลายคนหิวมากไม่มีอะไรตกถึงท้องเลย รบกวนแจ้งกู้ภัยให้เข้ามาดูพวกเราทีนะคะ นภัทรขอรบกวนด้วยค่ะ 🙏😭",True,help_request,วัดเขาแก้ว ตำบลเขาแก้ว อำเภอเมืองนครสวรรค์ จังหวัดนครสวรรค์,,0.0,0.0,น้าสนธยา จันทร์โสด,,male,กุน,น้องนภัทร,,female,,"[{""name"": ""น้าสนธยา จันทร์โสด"", ""age"": 5, ""age_group"": ""child"", ""age_disclosure"": ""indirect"", ""gender"": ""male"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""มีผื่นแดงเห่อขึ้นเต็มตัวน้องอย่างรวดเร็ว ผื่นลามและเริ่มมีไข้ต่ำๆ"", ""is_bedridden"": false}, {""name"": null, ""age"": 7, ""age_group"": ""child"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""ลูกขาดน้ำรุนแรง ปากแห้งผากเป็นแผ่น ผิวแห้ง ตาลึกโบ๋"", ""is_bedridden"": false}, {""name"": null, ""age"": 12, ""age_group"": ""adult"", ""age_disclosure"": ""direct"", ""gender"": ""female"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""มีอาการชาหนาๆ ซีกขวาของร่างกายเฉียบพลัน แขนขาหยิบจับอะไรไม่ได้ร่วงหล่น"", ""is_bedridden"": true}]",0,0,3,0,2,1,1,13,0,264
SYN_NER_166,"ช่วยด้วยครับ! ผมชื่ออาทนงชิต (ไตเติ้ล) โทร 068-368-2251 ตอนนี้พวกเราติดอยู่ที่บ้านดอนมูล ตำบลดอนมูล อำเภอเมือง จังหวัดมหาสารคามครับ https://maps.app.goo.gl/yiLsRGZQZk 

ในบ้านมีคนอาการหนักมากหลายคนเลยครับ
1. คุณลุงมีอาการคนไข้อาเจียนตลอดเวลา ทานอะไรไม่ได้เลย ดื่มน้ำก็อ้วกออกหมด ร่างกายเพลียจัด
2. แล้วตอนนี้ป้าข้างบ้านก็ลุงข้างบ้านวูบล้มฟุบหมดสติไป ปลุกยังไงก็ไม่ลืมตา เรียกไม่มีปฏิกิริยา น่ากลัวมากครับ
3. ที่แย่สุดคือน้องวัย 3 ขวบ ผิวหนังเหี่ยวหยิบขึ้นมาแล้วค้างไม่ยอมคืนตัว (Skin pinch ช้ามาก)

ตอนนี้ของกินไม่มีเหลือแล้ว แล้วไฟก็ไม่มีเลยครับ ใครมีกู้ภัยหรือทีมแพทย์ผ่านรบกวนเข้ามาดูหน่อยนะครับ อาการหนักมากแล้วครับ 🚨😭🙏",True,help_request,บ้านดอนมูล ตำบลดอนมูล อำเภอเมือง จังหวัดมหาสารคาม,https://maps.app.goo.gl/yiLsRGZQZk,0.0,0.0,อาทนงชิต,068-368-2251,male,ไตเติ้ล,อาทนงชิต,068-368-2251,male,ไตเติ้ล,"[{""name"": null, ""age"": 68, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""male"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""คนไข้อาเจียนตลอดเวลา ทานอะไรไม่ได้เลย ดื่มน้ำก็อ้วกออกหมด ร่างกายเพลียจัด"", ""is_bedridden"": false}, {""name"": null, ""age"": 51, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""RED"", ""symptoms_literal"": ""ลุงข้างบ้านวูบล้มฟุบหมดสติไป ปลุกยังไงก็ไม่ลืมตา เรียกไม่มีปฏิกิริยา"", ""is_bedridden"": false}, {""name"": null, ""age"": 3, ""age_group"": ""child"", ""age_disclosure"": ""direct"", ""gender"": ""female"", ""triage_color"": ""RED"", ""symptoms_literal"": ""ผิวหนังเหี่ยวหยิบขึ้นมาแล้วค้างไม่ยอมคืนตัว (Skin pinch ช้ามาก)"", ""is_bedridden"": false}]",0,2,1,0,1,0,0,1,1,1240
SYN_NER_167,ตอนนี้พวกเรากำลังรวมกลุ่มเปิดรับบริจาคพวกของใช้จำเป็น อาหารแห้งกับน้ำดื่มเพื่อเตรียมแพ็คถุงยังชีพไปช่วยพี่น้องในพื้นที่ประสบภัยนะคะ ใครสนใจหรือสะดวกส่งของมาสมทบ ทักแชทสอบถามพิกัดจุดรับของได้เลยนะคะ ขอบคุณมากค่ะ 🙏📦❤️,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,1816
SYN_NER_168,อัปเดตสถานการณ์น้ำแถวถนนรัถการนะคะ ช่วงนี้ระดับน้ำเริ่มทรงตัวแล้วค่ะ แต่รถเล็กยังผ่านยากอยู่นะคะ ใครจะสัญจรผ่านเส้นนี้เช็กเส้นทางดีๆ ก่อนน้า ระวังตัวกันด้วยนะคะทุกคน ✌️💧🛶,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,1788
SYN_NER_169,ประกาศเตือนภัยจากโครงการชลประทานพื้นที่ครับ ⚠️ ตั้งแต่คืนนี้จนถึงวันมะรืนจะมีฝนตกหนักต่อเนื่องในเขตตัวเมือง ใครที่อยู่ใกล้ริมตลิ่งหรือพื้นที่ลุ่มต่ำ เตรียมขนของขึ้นที่สูงและเฝ้าระวังกราฟระดับน้ำกันด้วยนะครับ ช่วงนี้ขับรถเดินทางระวังถนนลื่นด้วยครับ 🌧️🚗 #เตือนภัยน้ำท่วม #เฝ้าระวังน้ำป่า,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,871
