synthetic_id,generated_text,gt_is_help_request,gt_classification_category,gt_location_name,gt_google_map_url,gt_lat,gt_lng,gt_victim_name,gt_victim_phone,gt_victim_gender,gt_victim_nickname,gt_reporter_name,gt_reporter_phone,gt_reporter_gender,gt_reporter_nickname,gt_victims_json,gt_dead,gt_critical,gt_urgent,gt_safe,gt_child,gt_bedridden,gt_item_firstaid,gt_item_food,gt_item_energy,source_template_id,generator_model
SYN_NER_094,"หนูคุณปิยะรัตน์ ข้าวหอม ขอความช่วยเหลือด่วนค่ะ 😭 ตอนนี้มีเด็กผู้หญิง 6 ขวบอาการ ทารกอายุ 2 เดือน มีอาการตัวรุมๆ ร้องไห้งอแงไม่ยอมนอน ซึมลง และมีผู้หญิงอีกคนสะดุดล้มก้นกระแทก เจ็บก้นบิดเล็กน้อย บ่นระบมแต่เดินเหินได้ดี ตอนนี้ลำบากมาก ขออาหาร น้ำ ยาปฐมพยาบาล แล้วก็ไฟฉายหรืออุปกรณ์ให้แสงสว่างด้วยนะคะ 🙏

ติดต่อหนูได้ที่ 084-299-6005  
พิกัด 13.1299, 103.4221  
https://maps.app.goo.gl/p3ltCrYevQ",True,help_request,,https://maps.app.goo.gl/p3ltCrYevQ,13.1299,103.4221,คุณปิยะรัตน์,084-299-6005,female,ข้าวหอม,คุณปิยะรัตน์,084-299-6005,female,ข้าวหอม,"[{""name"": null, ""age"": 6, ""age_group"": ""child"", ""age_disclosure"": ""direct"", ""gender"": ""female"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""ทารกอายุ 2 เดือน มีอาการตัวรุมๆ ร้องไห้งอแงไม่ยอมนอน ซึมลง"", ""is_bedridden"": false}, {""name"": null, ""age"": null, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""GREEN"", ""symptoms_literal"": ""สะดุดล้มก้นกระแทก เจ็บก้นบิดเล็กน้อย บ่นระบมแต่เดินเหินได้ดี"", ""is_bedridden"": false}]",0,0,1,1,1,0,1,1,1,224,gpt-5.6-luna
SYN_NER_095,อัปเดตจากหาดใหญ่ครับ ตอนนี้ฝนยังตกเป็นช่วงๆ ระดับน้ำในหลายพื้นที่เริ่มทรงตัวแล้ว แต่บางถนนยังมีน้ำขัง รถเล็กควรหลีกเลี่ยงเส้นทางนะครับ ขอให้ทุกคนติดตามประกาศจากทางการกันด้วย 🙏🌧️,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,1653,gpt-5.6-luna
SYN_NER_096,ขอส่งกำลังใจให้ชาวหาดใหญ่และทุกพื้นที่ที่ได้รับผลกระทบจากน้ำท่วมนะคะ 🙏🏻 ขอให้ฝนหยุด ระดับน้ำลดลงเร็วๆ และทุกคนปลอดภัย ขอให้เจ้าหน้าที่กับอาสาสมัครทำงานได้อย่างราบรื่นนะคะ 🤍🌧️,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,1592,gpt-5.6-luna
SYN_NER_097,"🚨ช่วยด้วยค่ะ ด่วนมาก🚨  
แวตอฮีเราะห์โดนกระแสไฟฟ้ารั่วช็อตร่างกาย สลบนิ่งไฟไหม้ตามผิวหนังหมดสติ ตอนนี้อันตรายมาก ขอทีมกู้ภัยหรือคนที่มีอุปกรณ์เข้าช่วยทันทีค่ะ 🙏

อยู่ที่หมู่บ้านบ้านนา ตำบลนาข่า อำเภอเมืองสุรินทร์ จังหวัดสุรินทร์  
ช่วยนำตัวออกจากจุดเกิดเหตุด้วยนะคะ ต้องการอาหารด้วยค่ะ ตอนนี้ไม่มีอะไรกินเลย 😭

ผู้แจ้งคือหมอพีรยา ติดต่อไม่ได้ทางโทรศัพท์ รบกวนช่วยแชร์ให้กู้ภัยในพื้นที่เห็นด่วนๆ ค่ะ 🚨",True,help_request,หมู่บ้านบ้านนา ตำบลนาข่า อำเภอเมืองสุรินทร์ จังหวัดสุรินทร์,,0.0,0.0,แวตอฮีเราะห์,,female,,หมอพีรยา,,female,,"[{""name"": ""แวตอฮีเราะห์"", ""age"": null, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""RED"", ""symptoms_literal"": ""โดนกระแสไฟฟ้ารั่วช็อตร่างกาย สลบนิ่งไฟไหม้ตามผิวหนังหมดสติ"", ""is_bedridden"": false}]",0,1,0,0,0,0,0,1,0,465,gpt-5.6-luna
SYN_NER_098,"ช่วยด้วยครับ ผมทองพิน อยู่หมู่บ้านบ้านไร่ ตำบลหนองบัว อำเภอเมืองขอนแก่น จังหวัดขอนแก่น ตอนนี้มีผู้ป่วยติดเตียง 1 คน เมื่อยเอว บ่นปวดตึงเนื้อตัวธรรมดา ตื่นดี ไม่มีอาการทางคลินิกน่ากังวล และมีอีกคนมีอาการชาหนาๆ ซีกขวาของร่างกายเฉียบพลัน แขนขาหยิบจับอะไรไม่ได้ร่วงหล่น ขอทีมแพทย์หรือกู้ภัยเข้าช่วยด่วนครับ 😭

เจ๊ประภาวัลย์มีแผลถลอกตื้นๆ ที่เข่าและศอก เลือดหยุดไหลนานแล้ว เดินปกติได้ แต่ต้องการชุดปฐมพยาบาลประมาณ 8 ชุด กับไฟฉาย/อุปกรณ์ให้แสงสว่างด้วยครับ 🙏 ติดต่อผม 096 811 6001  
พิกัดแผนที่ https://maps.app.goo.gl/LlFZKCXK31",True,help_request,หมู่บ้านบ้านไร่ ตำบลหนองบัว อำเภอเมืองขอนแก่น จังหวัดขอนแก่น,https://maps.app.goo.gl/LlFZKCXK31,0.0,0.0,ทองพิน,096 811 6001,male,,ทองพิน,096 811 6001,male,,"[{""name"": null, ""age"": 49, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""male"", ""triage_color"": ""GREEN"", ""symptoms_literal"": ""เมื่อยเอว บ่นปวดตึงเนื้อตัวธรรมดา ตื่นดี ไม่มีอาการทางคลินิกน่ากังวล"", ""is_bedridden"": true}, {""name"": null, ""age"": null, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""male"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""มีอาการชาหนาๆ ซีกขวาของร่างกายเฉียบพลัน แขนขาหยิบจับอะไรไม่ได้ร่วงหล่น"", ""is_bedridden"": false}, {""name"": ""เจ๊ประภาวัลย์"", ""age"": null, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""GREEN"", ""symptoms_literal"": ""มีแผลถลอกตื้นๆ ที่เข่าและศอก เลือดหยุดไหลนานแล้ว เดินปกติได้"", ""is_bedridden"": false}]",0,0,1,2,0,1,8,0,1,1305,gpt-5.6-luna
SYN_NER_099,"❗️❗️ขอความช่วยเหลือด่วนมากค่ะ❗️❗️  
ช่วยหลานชายด้วยค่ะ เป็นเด็กเล็ก ตอนนี้ตัวเขียวปั๊ดเนื่องจากสำลักน้ำท่วมขัง หายใจพะงาบๆ อาการแย่มาก รีบส่งกู้ภัยหรือทีมแพทย์มาช่วยทีนะคะ 😭🚨

พิกัดตามลิงก์นี้ค่ะ  
https://maps.app.goo.gl/CmhTW8VWXH

ขอไฟฉายหรือแบตสำรองด้วยนะคะ มืดมาก ติดต่อ ไกรสร โพธารากุล (ร่ำรวย) โทร 082-211-1961 ค่ะ 🙏",True,help_request,,https://maps.app.goo.gl/CmhTW8VWXH,0.0,0.0,เจ๊รัฐภัทร์ พิทักษ์ผลิน,,female,,ไกรสร โพธารากุล,082-211-1961,male,ร่ำรวย,"[{""name"": null, ""age"": 7, ""age_group"": ""child"", ""age_disclosure"": ""indirect"", ""gender"": ""male"", ""triage_color"": ""RED"", ""symptoms_literal"": ""ตัวเขียวปั๊ดเนื่องจากสำลักน้ำท่วมขัง หายใจพะงาบๆ"", ""is_bedridden"": false}]",0,1,0,0,1,0,0,0,1,33,gpt-5.6-luna
SYN_NER_100,"#ช่วยด้วยค่ะ มีคนเจ็บ 2 คน ติดอยู่ที่วัดพระนอน ตำบลบางกระเบา อำเภอเมืองปราจีนบุรี จังหวัดปราจีนบุรี ตอนนี้มีคุณลุงอายุ 62 ปี โดนไฟลวกที่หลังและแขนเป็นวงกว้าง แผลไหม้ผิวแดงพุพองเป็นบริเวณกว้างแสบร้อน อีกคนเป็นเด็กผู้หญิง โดนงูพิษกัดที่หลังเท้า ขาบวมแดงเป่ง ปวดรุนแรงจนกรีดร้อง อาการหนักมากค่ะ 😭🚨

ขอทีมกู้ภัยหรือรถพยาบาลเข้าช่วยด่วนเลยนะคะ ต้องการไฟฉาย/อุปกรณ์ส่องสว่างด้วย ไฟที่จุดเกิดเหตุดับหลายจุดค่ะ พิกัด 18.6401, 100.9647

ติดต่อ พิศศิลป์ ศิรินาม โทร 088 989 8137 ค่ะ ช่วยทีนะคะ 🙏 #โทรซ้ำๆนะคะสัญญาณไม่ค่อยมี",True,help_request,วัดพระนอน ตำบลบางกระเบา อำเภอเมืองปราจีนบุรี จังหวัดปราจีนบุรี,,18.6401,100.9647,พิศศิลป์ ศิรินาม,088 989 8137,female,,นายอับดุลสาลาม,,male,เลโอ,"[{""name"": null, ""age"": 62, ""age_group"": ""adult"", ""age_disclosure"": ""direct"", ""gender"": ""male"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""โดนไฟลวกที่หลังและแขนเป็นวงกว้าง แผลไหม้ผิวแดงพุพองเป็นบริเวณกว้างแสบร้อน"", ""is_bedridden"": false}, {""name"": null, ""age"": 5, ""age_group"": ""child"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""RED"", ""symptoms_literal"": ""โดนงูพิษกัดที่หลังเท้า ขาบวมแดงเป่ง ปวดรุนแรงจนกรีดร้อง"", ""is_bedridden"": false}]",0,1,1,0,1,0,0,0,10,1777,gpt-5.6-luna
SYN_NER_101,"ขอความช่วยเหลือหน่อยค่ะ 😭

หนูนุรฮูดา อายุไม่ขอระบุนะคะ ตอนนี้น้องบ่นเจ็บหัวเจ็บศีรษะรุนแรงมาก ร้องไห้โยเยลืมตาไม่ขึ้น ต้องการทีมกู้ภัยหรือหมอมาช่วยด่วนเลยค่ะ

อยู่ที่ ต.ธานี อ.เมืองสุโขทัย สุโขทัย  
พิกัด 18.9836, 98.9454

ขอชุดปฐมพยาบาล อาหารกับน้ำ และไฟฉาย/แบตสำรองด้วยนะคะ 🙏  
ติดต่อหนูนุรฮูดา โทร 065-256-6725 ค่ะ 🚨",True,help_request,ต.ธานี อ.เมืองสุโขทัย สุโขทัย,,18.9836,98.9454,นุรฮูดา,065-256-6725,female,,นุรฮูดา,065-256-6725,female,,"[{""name"": ""นุรฮูดา"", ""age"": 10, ""age_group"": ""child"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""น้องบ่นเจ็บหัวเจ็บศีรษะรุนแรงมาก ร้องไห้โยเยลืมตาไม่ขึ้น"", ""is_bedridden"": false}]",0,0,1,0,1,0,1,1,7,721,gpt-5.6-luna
SYN_NER_102,ขอส่งกำลังใจให้ชาวหาดใหญ่และทุกพื้นที่ที่ได้รับผลกระทบจากน้ำท่วมนะคะ ขอให้สถานการณ์คลี่คลายโดยเร็ว ทุกคนปลอดภัย และผ่านช่วงเวลานี้ไปได้ด้วยดีค่ะ 🙏💙 #ส่งกำลังใจ #น้ำท่วมไทย,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,104,gpt-5.6-luna
SYN_NER_103,"ขอความช่วยเหลือด้วยค่ะ 🙏🏻🚨

ตอนนี้อยู่ที่ ลำห้วยแม่แจ่ม ตำบลห้วยแก้ว อำเภอเมืองเชียงใหม่ จังหวัดเชียงใหม่

มีผู้ป่วยติดเตียงคือ พี่ฉันท์ทิพา ขาหักแผลเปิด กระดูกโผล่แทงทะลุผิวหนังอกมา เลือดไหลซึมแดงชุ่ม ต้องการทีมแพทย์หรือกู้ภัยมาช่วยด่วนเลยค่ะ 😭

มีเด็กผู้หญิงอีกสองคน น้องมีแผลฉีกขาดตื้นๆ ที่ปลายนิ้วก้อย เลือดหยุดสนิทแล้ว และน้องมีแผลถลอกเล็กน้อยที่หัวเข่า เลือดหยุดไหลแล้ว เดินได้ปกติ

ขอชุดปฐมพยาบาลกับอาหารด้วยนะคะ ติดต่อพี่ส้มแป้นได้ค่ะ 🙏

พิกัดแผนที่: https://maps.app.goo.gl/jPbHcOYXxG",True,help_request,ลำห้วยแม่แจ่ม ตำบลห้วยแก้ว อำเภอเมืองเชียงใหม่ จังหวัดเชียงใหม่,https://maps.app.goo.gl/jPbHcOYXxG,0.0,0.0,น้องณัฐสรณ์ จึงธนสมบูรณ์,,male,,พี่ส้มแป้น,,female,ส้มแป้น,"[{""name"": null, ""age"": 9, ""age_group"": ""child"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""GREEN"", ""symptoms_literal"": ""น้องมีแผลฉีกขาดตื้นๆ ที่ปลายนิ้วก้อย เลือดหยุดสนิทแล้ว"", ""is_bedridden"": false}, {""name"": ""พี่ฉันท์ทิพา"", ""age"": null, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""ขาหักแผลเปิด กระดูกโผล่แทงทะลุผิวหนังอกมา เลือดไหลซึมแดงชุ่ม"", ""is_bedridden"": true}, {""name"": null, ""age"": 10, ""age_group"": ""child"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""GREEN"", ""symptoms_literal"": ""น้องมีแผลถลอกเล็กน้อยที่หัวเข่า เลือดหยุดไหลแล้ว เดินได้ปกติ"", ""is_bedridden"": false}]",0,0,1,2,2,1,1,1,0,825,gpt-5.6-luna
SYN_NER_104,เปิดรับบริจาคสิ่งของจำเป็นเพื่อช่วยผู้ประสบภัยน้ำท่วมค่ะ ใครสะดวกฝากเป็นน้ำดื่ม อาหารแห้ง ยารักษาโรค หรือของใช้จำเป็น นำมาร่วมสมทบได้ที่จุดรับบริจาคนะคะ 🙏📦,False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,281,gpt-5.6-luna
SYN_NER_105,"ขอความช่วยเหลือด่วนค่ะ ติดอยู่กับพี่ติยศ ยะแบน น้องมิว และน้องภคญาณี ตอนนี้มีคนอาการหนักมาก ทารกนอนนิ่งเงียบ ปลุกไม่ตื่น ตัวไม่ขยับ 😭 น้องมิวตกเก้าอี้แขนเบี้ยวผิดรูป ขยับแขนไม่ได้ กระดูกหักไม่มีแผลเปิด ส่วนพี่ติยศมีอาการคุณยายตัวซีดเซียวมาก อ่อนเพลียจนไม่มีแรงขยับตัวลุกเดิน ทรงตัวไม่ได้

พิกัด 16.5224, 98.6001
https://maps.app.goo.gl/4nD2EQ1zdk
ช่วยส่งกู้ภัยหรือทีมแพทย์มาด่วนทีค่ะ 🙏 ติดต่ออัญรัตน์ค่ะ",True,help_request,,https://maps.app.goo.gl/4nD2EQ1zdk,16.5224,98.6001,พี่ติยศ ยะแบน,,male,,อัญรัตน์,,female,,"[{""name"": ""พี่ติยศ ยะแบน"", ""age"": 24, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""male"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""คุณยายตัวซีดเซียวมาก อ่อนเพลียจนไม่มีแรงขยับตัวลุกเดิน ทรงตัวไม่ได้"", ""is_bedridden"": false}, {""name"": ""น้องมิว"", ""age"": 2, ""age_group"": ""child"", ""age_disclosure"": ""indirect"", ""gender"": ""male"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""น้องตกเก้าอี้แขนเบี้ยวผิดรูป ขยับแขนไม่ได้ กระดูกหักไม่มีแผลเปิด"", ""is_bedridden"": false}, {""name"": ""น้องภคญาณี"", ""age"": 8, ""age_group"": ""child"", ""age_disclosure"": ""direct"", ""gender"": ""female"", ""triage_color"": ""RED"", ""symptoms_literal"": ""ทารกนอนนิ่งเงียบ ปลุกไม่ตื่น ตัวไม่ขยับ"", ""is_bedridden"": false}]",0,1,2,0,2,0,0,0,0,164,gpt-5.6-luna
SYN_NER_106,"🆘🆘 ขอความช่วยเหลือด่วนค่ะ ตอนนี้มีคนเจ็บ 2 คนอยู่แถว วัดศรีบุญเรือง ตำบลศรีบุญเรือง อำเภอเมืองมหาสารคาม จังหวัดมหาสารคาม

ผู้ชายโดนกระแสไฟฟ้ารั่วช็อตร่างกาย สลบนิ่งไฟไหม้ตามผิวหนังหมดสติ อาการหนักมาก 😭  
น้องณัฏฐ์ชัย อายุ 9 ขวบ โดนงูพิษกัดที่หลังเท้า ขาบวมแดงเป่ง ปวดรุนแรงจนกรีดร้อง

ขอทีมกู้ภัยหรือหมอเข้าช่วยด่วนเลยค่ะ ต้องการชุดปฐมพยาบาลประมาณ 11 ชุด และอาหารด้วย 1 ชุด ตอนนี้ติดต่อเจนจิราได้ที่ 090 845 2069 ค่ะ 🙏🚨

พิกัด 15.1353, 99.1089 ช่วยแชร์ต่อทีนะคะ กลัวไม่ทันจริงๆ 😭",True,help_request,วัดศรีบุญเรือง ตำบลศรีบุญเรือง อำเภอเมืองมหาสารคาม จังหวัดมหาสารคาม,,15.1353,99.1089,วิชญาพร,,female,อลิซ,เจนจิรา,090 845 2069,female,,"[{""name"": null, ""age"": 24, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""male"", ""triage_color"": ""RED"", ""symptoms_literal"": ""โดนกระแสไฟฟ้ารั่วช็อตร่างกาย สลบนิ่งไฟไหม้ตามผิวหนังหมดสติ"", ""is_bedridden"": false}, {""name"": ""น้องณัฏฐ์ชัย"", ""age"": 9, ""age_group"": ""child"", ""age_disclosure"": ""direct"", ""gender"": ""male"", ""triage_color"": ""RED"", ""symptoms_literal"": ""โดนงูพิษกัดที่หลังเท้า ขาบวมแดงเป่ง ปวดรุนแรงจนกรีดร้อง"", ""is_bedridden"": false}]",0,2,0,0,1,0,11,1,0,711,gpt-5.6-luna
SYN_NER_107,"ประกาศเตือนภัยค่ะ 🆘  
ช่วงนี้ฝนยังตกหนักในหลายพื้นที่ ภาคใต้ขอให้ทุกคนติดตามข่าวจากทางการอย่างใกล้ชิดนะคะ โดยเฉพาะพื้นที่ลุ่มต่ำและริมคลอง เตรียมเอกสารสำคัญกับของจำเป็นไว้ให้พร้อม หากมีประกาศอพยพให้รีบปฏิบัติตามทันทีค่ะ 🙏🌧️",False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,1376,gpt-5.6-luna
SYN_NER_108,"⚠️ช่วยลุงสิงหา แดขุนทดด้วยครับ ด่วนมากๆ⚠️  
คนไข้จมน้ำพึ่งอุ้มขึ้นมาได้ ขาดอากาศหายใจ ตัวเขียว ไม่รู้สึกตัว ตอนนี้วิกฤตมาก ขอทีมกู้ภัยหรือคนมีอุปกรณ์ช่วยเหลือเข้ามาด่วนเลยครับ 🙏😭

📍อยู่ที่ สะพานห้วยต้อน ตำบลห้วยต้อน อำเภอแม่สรวง จังหวัดเชียงราย  
พิกัด 16.6291, 100.3106  
แผนที่ https://maps.app.goo.gl/mh2u4ZzB3O

ต้องการไฟฉาย/ไฟส่องสว่างด่วน 11 ชุด ใครอยู่ใกล้ช่วยเข้ามาทีครับ  
ผมชื่อลุงสิงหา แดขุนทด โทร 060 980 8498 🙏🚨",True,help_request,สะพานห้วยต้อน ตำบลห้วยต้อน อำเภอแม่สรวง จังหวัดเชียงราย,https://maps.app.goo.gl/mh2u4ZzB3O,16.6291,100.3106,ลุงสิงหา แดขุนทด,060 980 8498,male,,ลุงสิงหา แดขุนทด,060 980 8498,male,,"[{""name"": ""ลุงสิงหา แดขุนทด"", ""age"": null, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""male"", ""triage_color"": ""RED"", ""symptoms_literal"": ""คนไข้จมน้ำพึ่งอุ้มขึ้นมาได้ ขาดอากาศหายใจ ตัวเขียว ไม่รู้สึกตัว"", ""is_bedridden"": false}]",0,1,0,0,0,0,0,0,11,654,gpt-5.6-luna
SYN_NER_109,"ช่วยทีค่าา ตรงสะพานข้ามแม่น้ำปิง ต.ช้างเผือก อ.เมืองเชียงใหม่ จ.เชียงใหม่ มีคนป่วย 2 คนค่ะ คนหนึ่งอาเจียนตลอดเวลา ทานอะไรไม่ได้เลย ดื่มน้ำก็อ้วกออกหมด ร่างกายเพลียจัด อีกคนคือคุณสุรมณ อายุ 65 ปี น้ำร้อนเดือดๆ ราดใส่หน้าตัก แผลพุพองเป็นตุ่มน้ำใสวงกว้างปวดร้อนมาก 😭 ขอทีมกู้ภัยหรือหมอเข้าช่วยด่วนเลยนะคะ ต้องการชุดปฐมพยาบาล 13 ชุด อาหาร 5 ชุด แล้วก็ไฟฉาย/ถ่าน 1 ชุดค่ะ พิกัด 15.6205, 99.8338 ติดต่ออาอมรา (สา) 0651834650 ช่วยทีนะคะ 🙏",True,help_request,สะพานข้ามแม่น้ำปิง ต.ช้างเผือก อ.เมืองเชียงใหม่ จ.เชียงใหม่,,15.6205,99.8338,ส้มแป้น,,female,ส้มแป้น,อาอมรา,0651834650,female,สา,"[{""name"": null, ""age"": 43, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""male"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""คนไข้อาเจียนตลอดเวลา ทานอะไรไม่ได้เลย ดื่มน้ำก็อ้วกออกหมด ร่างกายเพลียจัด"", ""is_bedridden"": false}, {""name"": ""คุณสุรมณ"", ""age"": 65, ""age_group"": ""adult"", ""age_disclosure"": ""direct"", ""gender"": ""female"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""น้ำร้อนเดือดๆ ราดใส่หน้าตัก แผลพุพองเป็นตุ่มน้ำใสวงกว้างปวดร้อนมาก"", ""is_bedridden"": false}]",0,0,2,0,0,0,13,5,1,1576,gpt-5.6-luna
SYN_NER_110,ช่วยด้วยค่ะ 🙏 ตอนนี้ธเนศพล รอดนิตย์ อายุ 23 ปี ป่วยหนักมาก คนไข้อาเจียนตลอดเวลา ทานอะไรไม่ได้เลย ดื่มน้ำก็อ้วกออกหมด ร่างกายเพลียจัด อยู่ที่บ้านหนองบัว ต.หนองบัว อ.เมือง จ.อุดรธานี ต้องการความช่วยเหลือด่วนค่ะ ขออาหารกับไฟฉาย/แบตสำรองด้วย ติดต่อป้าพลอยงาม โทร 087-556-9961 ค่ะ 🚨😭,True,help_request,บ้านหนองบัว ต.หนองบัว อ.เมือง จ.อุดรธานี,,0.0,0.0,ธเนศพล รอดนิตย์,,male,,ป้าพลอยงาม,087-556-9961,female,พลอยงาม,"[{""name"": null, ""age"": 23, ""age_group"": ""adult"", ""age_disclosure"": ""direct"", ""gender"": ""male"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""คนไข้อาเจียนตลอดเวลา ทานอะไรไม่ได้เลย ดื่มน้ำก็อ้วกออกหมด ร่างกายเพลียจัด"", ""is_bedridden"": false}]",0,0,1,0,0,0,0,1,16,1492,gpt-5.6-luna
SYN_NER_111,"ขอความช่วยเหลือด่วนครับ 🙏 เฮียแพลนติดอยู่ที่วัดพระบาท ต.พระบาท อ.เมือง จ.เชียงราย มีผู้ป่วยหญิงอาการหนัก เป็นผู้ป่วยติดเตียง ตอนนี้คนไข้จมน้ำหายไปพึ่งกู้ร่างขึ้นมาได้ ตัวซีดขาวเย็นเฉียบ ไม่หายใจ ขอทีมแพทย์หรือกู้ภัยเข้าช่วยด่วนมากครับ อีกคนหลอดลมบวมโตเฉียบพลัน หายใจเหนื่อยหอบ มีเสียงวี๊ดในปอดชัดเจนตอนเป่าลมออก ต้องการชุดปฐมพยาบาลด้วยครับ 🚨

พิกัด 18.9377, 101.1051  
แผนที่ https://maps.app.goo.gl/O7FIVGRaWT  
ติดต่อเฮียแพลน โทร 080 843 0927 หรือประสานผ่านองคตครับ 🙏",True,help_request,วัดพระบาท ต.พระบาท อ.เมือง จ.เชียงราย,https://maps.app.goo.gl/O7FIVGRaWT,18.9377,101.1051,เฮียแพลน,080 843 0927,male,แพลน,องคต,,male,องคต,"[{""name"": null, ""age"": null, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""YELLOW"", ""symptoms_literal"": ""หลอดลมบวมโตเฉียบพลัน หายใจเหนื่อยหอบ มีเสียงวี๊ดในปอดชัดเจนตอนเป่าลมออก"", ""is_bedridden"": false}, {""name"": null, ""age"": null, ""age_group"": ""adult"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""RED"", ""symptoms_literal"": ""คนไข้จมน้ำหายไปพึ่งกู้ร่างขึ้นมาได้ ตัวซีดขาวเย็นเฉียบ ไม่หายใจ"", ""is_bedridden"": true}]",0,1,1,0,0,1,1,0,0,1137,gpt-5.6-luna
SYN_NER_112,"📢 อัปเดตสถานการณ์น้ำในหาดใหญ่ค่ะ 📢  
ระดับน้ำตามชุมชนบางจุดยังทรงตัว แต่หลายพื้นที่เริ่มลดลงเล็กน้อยแล้วนะคะ ขอให้ติดตามประกาศจากทางจังหวัดและหลีกเลี่ยงเส้นทางที่มีน้ำท่วมขังค่ะ 🙏🏻🌧️",False,other,,,0.0,0.0,,,,,,,,,[],0,0,0,0,0,0,0,0,0,1125,gpt-5.6-luna
SYN_NER_113,"🚨 ขอความช่วยเหลือด่วนมากค่ะ 🚨

ตอนนี้หนู นพสรัญ อภิวงค์ กับเด็กๆ และยายติดอยู่ในพื้นที่ค่ะ เด็กผู้หญิงอายุ 3 ขวบมีอาการแผลฉีกขาดขนาดใหญ่ เลือดไหลไม่หยุดเปียกชุ่มผ้าพันแผล ต้องการความช่วยเหลือด่วนมากๆ 😭

น้องจุฬาลักษณ์ หลานสาวหกล้มข้อเท้าแพลงแดงนิดหน่อย บ่นเจ็บแต่ยังเดินกะเผลกๆ ได้  
ยายกัญทิมา อายุ 67 ปี รู้สึกตัวดี ครบถ้วน เดินกะเผลกเล็กน้อยจากข้อเท้าแพลงตื้นๆ

พิกัด 15.1921, 99.3457  
แผนที่ https://maps.app.goo.gl/lGqMFDSN3X

ติดต่อหนู นพสรัญ อภิวงค์ โทร 0877732874 ค่ะ 🙏🚨",True,help_request,,https://maps.app.goo.gl/lGqMFDSN3X,15.1921,99.3457,นพสรัญ อภิวงค์,0877732874,female,,นพสรัญ อภิวงค์,0877732874,female,,"[{""name"": null, ""age"": 3, ""age_group"": ""child"", ""age_disclosure"": ""direct"", ""gender"": ""female"", ""triage_color"": ""RED"", ""symptoms_literal"": ""แผลฉีกขาดขนาดใหญ่ เลือดไหลไม่หยุดเปียกชุ่มผ้าพันแผล"", ""is_bedridden"": false}, {""name"": ""น้องจุฬาลักษณ์"", ""age"": 5, ""age_group"": ""child"", ""age_disclosure"": ""indirect"", ""gender"": ""female"", ""triage_color"": ""GREEN"", ""symptoms_literal"": ""หลานสาวหกล้มข้อเท้าแพลงแดงนิดหน่อย บ่นเจ็บแต่ยังเดินกะเผลกๆ ได้"", ""is_bedridden"": false}, {""name"": ""ยายกัญทิมา"", ""age"": 67, ""age_group"": ""adult"", ""age_disclosure"": ""direct"", ""gender"": ""female"", ""triage_color"": ""GREEN"", ""symptoms_literal"": ""รู้สึกตัวดี ครบถ้วน เดินกะเผลกเล็กน้อยจากข้อเท้าแพลงตื้นๆ"", ""is_bedridden"": false}]",0,1,0,2,2,0,0,0,0,1471,gpt-5.6-luna
